job_id,job_difficulty,seniority_level,required_python,required_sql,required_statistics,required_ml,required_deep_learning,required_nlp,required_llm,required_experimentation,required_product_analytics
61,5,junior,1,0,1,0,1,0,0,1,1
62,2,junior,0,0,0,1,0,0,1,1,0
63,4,mid,1,1,1,1,0,1,0,1,1
64,3,mid,1,0,1,0,1,0,0,1,1
65,4,junior,0,1,1,1,1,0,0,1,1
66,1,senior,0,0,1,1,1,1,1,0,1
67,4,junior,0,0,0,1,1,1,1,1,0
68,3,senior,0,0,0,0,0,0,1,1,1
69,1,senior,0,0,1,1,1,1,0,0,1
70,3,junior,1,0,0,0,0,0,0,1,0
71,4,mid,1,1,1,0,1,1,0,1,1
72,1,junior,0,1,1,0,1,1,1,1,1
73,3,mid,1,1,1,0,1,0,0,0,1
74,2,mid,0,1,1,0,1,1,0,0,1
75,4,mid,0,0,1,0,0,1,0,1,0
76,3,senior,1,1,1,0,0,0,0,1,0
77,1,senior,0,0,0,1,0,1,1,0,0
78,2,junior,1,0,0,0,0,1,1,0,0
79,3,mid,1,1,1,1,0,1,0,0,1
80,3,junior,1,0,0,1,0,0,1,0,0
81,2,senior,1,0,0,0,1,1,1,0,1
82,3,junior,1,0,1,0,0,0,0,0,0
83,2,junior,0,1,1,1,1,1,0,0,1
84,1,senior,1,1,0,0,1,1,1,1,0
85,4,mid,0,0,1,1,0,1,0,1,1
86,3,senior,0,0,1,0,0,0,0,1,1
87,3,mid,1,0,0,0,0,1,0,0,0
88,1,senior,1,0,1,1,1,0,1,0,0
89,4,mid,0,1,0,1,1,0,0,1,0
90,3,mid,1,0,1,1,1,0,0,1,1
91,5,senior,0,1,0,1,1,1,1,1,1
92,1,mid,1,1,0,0,1,1,0,0,1
93,2,senior,0,0,1,1,0,1,1,0,1
94,3,junior,0,0,1,0,1,1,1,0,1
95,1,mid,0,1,0,0,1,0,1,0,0
96,5,mid,0,0,1,1,1,1,1,0,0
97,2,mid,1,1,1,1,1,1,0,0,1
98,2,senior,0,0,1,0,1,1,0,0,0
99,2,junior,0,1,0,0,0,1,1,1,0
100,1,junior,1,0,0,0,1,1,1,0,1
101,1,senior,0,0,1,0,0,0,0,1,1
102,2,junior,0,1,1,0,1,0,1,1,0
103,2,mid,0,0,0,0,1,1,0,1,0
104,3,junior,0,0,0,0,1,1,0,0,1
105,4,mid,0,0,1,1,1,0,1,1,0
106,4,senior,0,0,1,0,0,0,0,1,1
107,5,senior,0,0,1,0,1,0,0,0,1
108,1,senior,0,0,1,1,0,1,0,1,0
109,4,junior,1,0,1,1,0,0,1,1,0
110,1,mid,0,1,0,1,1,1,0,1,0
111,1,senior,1,0,0,0,1,1,0,1,1
112,5,junior,0,0,0,0,1,1,1,1,0
113,2,junior,1,0,1,0,0,0,1,0,0
114,3,senior,0,0,1,1,0,1,0,1,1
115,5,junior,1,0,0,1,1,0,1,1,0
116,3,junior,0,0,1,1,0,1,1,0,0
117,4,junior,1,1,0,0,0,0,1,1,0
118,5,junior,0,1,0,0,0,0,1,0,1
119,4,mid,1,1,1,0,1,0,0,0,1
120,4,junior,0,1,0,1,0,0,1,1,1
121,1,junior,1,0,1,0,1,0,1,0,1
122,5,mid,0,1,1,0,0,0,1,0,1
123,3,mid,0,1,1,1,1,0,0,0,0
124,2,junior,1,0,1,0,1,0,1,1,0
125,1,mid,0,1,1,0,1,0,0,1,0
126,1,junior,1,1,1,0,1,0,1,0,1
127,1,junior,0,0,1,1,1,0,1,0,0
128,1,senior,0,0,0,0,0,1,0,1,1
129,2,mid,1,0,0,0,1,0,1,0,0
130,2,junior,0,0,0,1,0,1,0,0,1
131,5,junior,1,0,0,0,0,0,1,0,0
132,4,senior,1,1,1,1,1,0,0,0,1
133,4,senior,0,0,1,1,1,1,1,0,0
134,3,junior,0,0,0,1,1,1,0,0,1
135,5,senior,0,1,0,1,0,1,0,0,1
136,5,mid,1,0,1,1,0,0,1,1,1
137,5,senior,0,0,0,1,0,1,1,1,0
138,5,junior,1,1,0,1,1,1,0,0,1
139,4,junior,1,0,0,1,1,1,0,0,1
140,3,mid,0,1,0,1,1,1,1,0,1
141,1,junior,1,1,0,1,1,1,0,1,1
142,1,mid,1,1,0,1,1,0,1,0,0
143,5,mid,0,0,0,0,0,1,0,0,0
144,3,mid,1,1,0,1,1,0,0,1,0
145,5,mid,1,0,1,1,0,0,1,1,1
146,5,junior,1,1,0,0,1,0,0,0,1
147,1,mid,1,1,1,1,1,1,0,1,0
148,5,senior,0,0,1,1,0,0,1,0,1
149,2,senior,0,0,1,1,1,0,0,0,1
150,4,senior,1,0,0,1,1,1,1,1,0
151,3,mid,0,1,1,0,0,1,1,0,0
152,4,senior,0,0,1,1,0,0,1,1,1
153,3,senior,1,0,0,0,1,0,1,1,0
154,5,junior,0,0,1,0,0,1,0,0,0
155,5,senior,0,0,1,1,0,1,0,1,1
156,4,junior,1,0,1,0,0,1,0,1,0
157,3,mid,1,1,1,1,1,0,0,1,0
158,4,mid,1,1,1,1,0,0,1,1,1
159,1,junior,1,1,1,1,0,1,0,0,0
160,3,senior,1,0,1,1,1,1,0,0,0
161,4,junior,1,1,0,0,0,0,1,0,1
162,2,junior,0,0,0,0,0,1,1,0,1
163,5,mid,0,0,1,1,0,1,1,0,0
164,3,mid,1,0,0,1,1,0,0,1,1
165,5,junior,1,0,1,1,1,1,1,0,1
166,5,mid,0,1,1,0,0,0,0,0,0
167,2,mid,1,0,0,1,0,1,0,0,1
168,4,senior,0,0,1,1,1,0,0,1,0
169,5,senior,0,1,1,1,0,1,0,0,0
170,5,mid,0,0,0,0,0,1,0,1,0
171,3,junior,0,0,1,0,1,1,1,0,1
172,3,senior,1,1,0,0,0,0,0,0,1
173,4,mid,0,0,0,0,1,0,0,1,1
174,3,mid,1,1,1,0,1,1,0,0,0
175,3,mid,0,0,1,0,0,0,0,0,1
176,4,junior,0,0,1,0,1,0,1,1,0
177,5,senior,1,0,0,1,0,0,1,1,0
178,4,junior,0,1,0,0,0,0,1,1,1
179,3,senior,0,1,0,0,0,0,0,0,1
180,2,mid,1,1,0,1,0,1,1,0,1
181,2,senior,1,0,0,0,1,0,0,1,0
182,5,senior,1,1,0,1,1,0,0,1,0
183,5,senior,0,0,1,0,0,1,1,0,1
184,2,junior,0,1,1,1,1,1,1,1,1
185,2,junior,1,1,0,1,0,0,1,1,1
186,4,mid,0,1,1,0,0,0,0,0,0
187,4,junior,0,0,0,1,1,0,1,1,0
188,2,mid,1,1,0,1,0,0,1,0,0
189,4,mid,0,1,0,0,1,0,0,0,1
190,2,senior,1,1,0,0,1,0,0,1,0
191,5,mid,0,0,1,0,0,1,0,0,0
192,5,mid,0,0,0,1,0,0,0,1,0
193,2,junior,0,1,1,1,1,1,0,0,0
194,4,senior,0,1,0,1,1,0,1,1,1
195,3,senior,0,0,1,0,1,1,0,1,1
196,2,mid,1,1,0,1,1,0,1,0,1
197,4,junior,0,0,0,0,1,1,1,0,1
198,4,junior,1,0,1,0,0,0,0,0,1
199,3,senior,1,1,1,1,0,1,1,0,1
200,4,mid,1,1,0,0,0,1,1,0,1
201,5,senior,1,0,0,1,0,0,1,0,1
202,2,senior,0,1,0,0,1,0,0,0,0
203,2,junior,1,1,1,0,1,1,0,1,0
204,5,junior,1,1,0,1,1,1,1,1,0
205,4,junior,0,1,0,0,0,1,0,0,1
206,5,mid,1,1,1,1,0,1,0,1,0
207,4,mid,1,1,1,1,0,1,0,0,1
208,2,senior,1,0,0,0,1,1,1,0,0
209,3,senior,0,1,1,1,1,0,1,0,1
210,4,senior,1,1,1,1,1,0,1,0,0
211,2,mid,0,1,1,1,1,1,0,0,1
212,2,junior,0,1,0,0,1,1,1,0,0
213,4,mid,0,0,0,1,1,1,1,1,0
214,2,mid,1,1,1,0,0,1,0,1,1
215,5,senior,1,0,0,1,0,1,1,1,0
216,4,senior,1,0,1,1,0,0,1,1,1
217,5,junior,0,0,0,0,1,0,0,1,1
218,5,mid,0,1,1,0,1,1,1,1,1
219,5,mid,0,1,1,0,1,0,0,1,0
220,3,senior,1,0,1,1,1,1,1,1,0
221,2,mid,1,1,1,1,1,0,0,1,0
222,2,junior,1,1,0,0,0,1,1,0,1
223,4,senior,0,1,1,0,0,1,0,0,0
224,2,junior,1,1,0,1,0,0,0,1,1
225,4,mid,0,0,0,1,0,1,1,0,1
226,3,junior,0,0,1,0,1,0,1,1,0
227,2,senior,0,1,0,0,1,0,0,0,0
228,4,mid,1,1,1,1,1,0,0,0,1
229,1,junior,0,0,1,0,0,0,1,1,1
230,5,mid,0,0,1,0,0,0,0,1,1
231,2,senior,0,1,0,1,0,1,0,0,0
232,4,mid,1,1,0,1,1,0,1,1,0
233,3,senior,0,0,1,1,1,1,1,0,1
234,5,mid,1,0,0,0,1,0,1,0,1
235,4,mid,0,0,1,0,1,0,0,0,0
236,4,senior,0,0,0,0,0,0,0,0,1
237,3,mid,1,0,1,0,0,0,0,1,0
238,3,mid,0,0,0,1,0,1,1,0,1
239,1,junior,0,1,0,1,1,1,0,1,0
240,5,mid,0,0,1,1,0,0,1,1,0
241,3,senior,1,0,0,0,1,1,1,0,0
242,4,mid,1,1,1,1,0,0,1,1,0
243,5,junior,0,0,1,1,0,0,0,1,0
244,3,junior,1,1,1,1,0,1,0,0,0
245,1,mid,1,0,0,1,0,1,0,0,1
246,4,junior,0,1,1,0,1,1,0,0,1
247,1,mid,1,0,1,1,1,0,1,1,1
248,4,junior,1,1,0,1,1,0,0,1,0
249,4,senior,0,0,0,1,0,1,0,1,0
250,3,senior,1,0,0,1,1,0,1,1,1
251,3,mid,1,0,1,1,1,1,0,0,1
252,3,mid,0,0,0,0,1,1,0,0,0
253,1,junior,0,0,0,1,0,0,1,1,0
254,5,junior,0,1,1,1,1,1,0,1,0
255,2,junior,0,1,0,1,1,1,0,1,1
256,3,senior,0,1,1,0,0,1,0,1,1
257,1,junior,0,1,0,1,1,0,0,1,1
258,3,senior,1,1,0,0,1,0,1,0,0
259,5,junior,1,1,0,0,1,1,1,0,1
260,5,mid,1,1,1,0,1,0,0,1,1
261,3,junior,0,0,1,1,1,1,0,0,1
262,5,senior,1,0,1,1,0,1,0,0,0
263,1,mid,0,0,1,0,1,1,0,1,0
264,4,mid,1,1,1,0,1,1,0,1,1
265,4,mid,1,0,0,1,1,0,1,1,0
266,3,senior,1,0,1,0,1,0,1,0,1
267,3,junior,0,1,1,1,1,0,1,1,1
268,1,senior,0,0,0,0,1,1,0,0,0
269,3,senior,0,1,0,1,0,1,1,1,0
270,1,mid,1,0,1,1,0,0,0,0,0
271,5,mid,0,1,1,0,1,1,1,1,1
272,2,junior,0,0,1,0,1,1,1,1,0
273,2,mid,0,0,1,0,0,1,0,0,1
274,1,mid,1,0,1,1,1,0,0,1,1
275,1,mid,0,1,0,0,1,0,1,0,1
276,5,junior,0,0,1,1,1,1,0,1,0
277,2,junior,1,0,0,0,0,1,1,1,1
278,2,mid,1,0,1,0,1,1,0,1,0
279,5,senior,1,0,0,0,1,0,0,1,0
280,1,senior,0,1,0,1,0,1,1,1,0
281,1,junior,1,1,1,0,0,0,1,1,1
282,3,mid,0,0,1,1,0,0,1,0,0
283,1,junior,0,0,0,1,1,1,1,1,1
284,4,mid,1,0,1,0,0,1,0,0,1
285,1,senior,0,0,1,1,1,0,0,0,1
286,1,senior,1,1,1,1,0,1,0,0,0
287,5,senior,0,1,0,1,0,1,0,1,0
288,1,junior,0,1,0,1,0,1,0,0,1
289,3,junior,0,0,1,0,1,0,1,1,0
290,5,senior,0,0,0,1,1,0,1,1,1
291,5,junior,1,1,1,0,1,0,1,1,1
292,4,mid,0,0,0,0,1,1,0,1,0
293,5,senior,1,0,1,0,1,0,0,0,1
294,5,mid,1,0,1,0,0,0,0,0,0
295,4,junior,1,1,0,0,1,1,1,1,0
296,2,senior,0,0,0,1,1,0,0,1,0
297,2,senior,0,0,1,1,1,1,0,0,1
298,5,senior,0,0,1,0,1,1,1,1,0
299,5,senior,0,0,0,1,1,1,1,0,0
300,1,junior,0,0,0,1,1,0,0,1,1
301,5,senior,1,0,1,0,0,0,1,1,0
302,4,mid,1,1,0,1,1,1,1,0,0
303,2,junior,0,0,1,1,1,1,1,0,0
304,5,senior,1,1,1,0,1,0,0,1,1
305,1,senior,0,1,1,1,0,1,0,0,1
306,1,junior,0,1,0,1,1,0,0,1,1
307,4,mid,0,1,0,1,1,1,1,0,0
308,1,mid,0,0,1,0,1,0,0,0,1
309,4,senior,0,1,0,1,1,0,0,0,1
310,4,junior,0,1,1,1,0,1,0,1,1
311,3,mid,1,1,0,1,1,1,1,0,1
312,3,senior,1,1,1,1,1,0,0,1,1
313,2,junior,0,0,1,1,0,1,0,0,0
314,3,junior,1,0,1,0,1,1,0,0,1
315,5,senior,0,0,1,1,1,1,0,0,0
316,4,mid,0,0,1,1,0,0,0,0,1
317,4,senior,1,0,1,1,1,0,1,0,0
318,5,junior,1,1,0,1,1,1,0,1,1
319,4,senior,0,0,0,1,0,1,1,1,1
320,4,junior,0,1,0,0,0,0,1,1,0
321,5,mid,0,1,1,0,0,0,1,1,0
322,5,junior,1,0,0,0,1,1,1,0,0
323,2,junior,1,1,0,1,1,0,1,1,0
324,5,senior,1,0,0,1,1,1,0,0,0
325,1,junior,0,0,0,0,1,1,1,0,0
326,5,junior,1,1,0,1,0,1,1,1,1
327,1,senior,1,0,0,1,0,0,0,1,1
328,2,mid,0,1,0,0,1,1,1,0,0
329,4,mid,0,0,1,1,1,1,1,1,0
330,2,senior,1,0,0,0,0,0,1,0,1
331,2,junior,0,0,0,1,0,0,0,0,0
332,5,mid,1,1,1,1,1,0,0,1,0
333,5,junior,1,1,0,0,1,1,1,1,1
334,2,junior,0,0,0,0,1,1,1,0,1
335,2,senior,0,0,1,0,1,1,0,0,1
336,5,mid,0,0,0,1,0,1,1,0,1
337,4,junior,1,1,0,0,0,0,0,1,0
338,2,mid,1,1,0,1,0,0,1,0,1
339,1,senior,1,1,0,1,0,0,1,1,1
340,1,mid,1,1,0,1,0,0,0,0,1
341,1,junior,0,0,0,0,1,0,1,1,0
342,3,junior,1,1,0,1,1,1,0,1,0
343,5,junior,1,0,1,1,1,0,0,0,1
344,2,junior,1,0,1,0,0,0,0,0,0
345,2,senior,1,0,0,0,1,1,1,1,0
346,1,junior,0,0,0,1,0,1,0,0,1
347,4,senior,0,0,1,1,1,1,1,0,1
348,5,mid,0,0,1,1,0,1,0,1,0
349,1,mid,1,0,0,1,0,1,1,1,1
350,2,mid,0,1,0,1,1,1,0,0,1
351,2,senior,1,0,1,1,0,1,0,0,0
352,1,junior,1,1,1,0,0,0,1,1,1
353,2,junior,1,0,1,0,1,0,0,1,1
354,2,mid,1,1,0,0,1,0,0,1,1
355,3,mid,0,0,0,0,0,1,1,1,0
356,1,junior,1,0,1,0,0,0,1,1,0
357,5,senior,0,0,1,1,1,1,1,0,1
358,3,mid,0,0,1,1,1,0,1,1,1
359,4,junior,1,0,0,0,0,0,0,1,1
360,4,mid,0,1,1,1,0,1,1,0,0
361,1,senior,1,1,1,0,1,1,1,0,1
362,4,junior,1,1,0,0,1,0,0,1,1
363,1,junior,1,1,1,0,0,1,0,1,1
364,2,senior,1,0,1,1,1,0,1,1,0
365,5,mid,1,1,0,1,0,1,0,1,0
366,4,junior,1,1,1,1,0,1,0,0,0
367,5,senior,1,1,0,1,1,0,0,0,1
368,3,senior,1,1,0,0,1,0,1,0,0
369,4,senior,0,1,0,0,1,0,0,1,1
370,1,senior,1,1,0,0,0,0,1,1,1
371,2,mid,0,1,0,0,1,1,1,0,0
372,3,junior,0,1,0,1,0,1,1,0,1
373,5,junior,0,1,0,1,0,1,0,0,0
374,1,senior,0,1,1,0,0,1,0,1,1
375,2,mid,1,0,1,1,1,0,0,0,1
376,1,senior,1,1,0,1,0,1,0,0,1
377,3,mid,1,1,1,1,0,0,0,0,1
378,1,junior,1,0,1,1,0,0,1,1,0
379,3,senior,0,0,1,0,0,0,1,0,0
380,2,junior,1,0,0,1,1,1,0,0,1
381,3,mid,0,0,1,1,1,0,0,0,1
382,2,senior,1,0,0,1,1,0,0,0,1
383,5,mid,1,0,1,1,0,0,1,0,0
384,3,mid,0,0,1,0,1,1,0,0,1
385,2,junior,1,1,1,0,0,1,0,0,0
386,5,mid,1,1,0,0,0,0,1,1,0
387,2,junior,1,1,1,1,1,0,0,1,0
388,3,junior,0,1,0,0,1,1,1,1,0
389,4,mid,0,0,1,0,0,1,1,0,0
390,5,junior,0,1,1,0,1,0,1,1,0
391,5,mid,0,0,0,0,0,0,0,1,0
392,5,senior,0,0,1,0,1,0,0,1,1
393,1,mid,0,1,1,1,1,0,0,0,1
394,3,senior,1,1,0,0,0,0,0,1,0
395,4,senior,1,0,1,1,0,0,0,1,1
396,1,mid,0,0,1,1,1,0,0,0,0
397,4,junior,1,1,1,0,1,1,0,1,0
398,1,junior,1,1,0,1,1,1,1,1,0
399,4,senior,0,1,0,1,0,1,1,1,0
400,5,mid,0,0,1,1,1,1,0,1,0
401,4,mid,1,0,0,0,1,1,1,0,0
402,4,mid,1,0,0,0,1,0,0,1,1
403,2,junior,0,1,1,0,1,1,0,1,1
404,3,senior,1,0,0,0,0,0,1,1,0
405,4,senior,0,0,0,1,0,0,0,1,1
406,4,senior,0,1,1,0,0,1,1,1,0
407,1,mid,0,0,0,0,0,1,1,1,1
408,1,junior,1,0,1,1,0,1,0,1,0
409,5,senior,0,0,1,1,0,1,0,0,0
410,5,junior,0,0,1,0,1,1,0,1,0
411,2,mid,0,0,0,1,1,0,0,1,0
412,4,senior,1,1,0,1,1,0,0,1,0
413,2,mid,0,1,0,1,0,1,0,0,0
414,3,senior,1,1,1,0,1,0,1,1,1
415,3,senior,1,1,0,0,1,0,0,0,0
416,4,junior,0,0,0,1,0,0,1,0,1
417,4,senior,0,0,1,1,0,0,1,1,1
418,3,senior,0,0,0,0,0,1,0,1,1
419,4,junior,1,1,0,1,0,0,0,1,1
420,3,senior,1,0,1,0,0,1,1,1,1
421,1,senior,0,0,0,1,0,0,1,0,1
422,3,mid,0,0,0,0,0,0,0,1,0
423,1,junior,1,0,1,1,0,1,0,0,1
424,1,mid,0,1,1,1,0,0,0,1,1
425,1,senior,0,1,1,1,0,1,1,1,1
426,4,senior,0,1,1,1,1,1,1,1,1
427,4,mid,0,0,1,0,0,1,0,0,1
428,5,mid,0,1,1,1,0,0,0,1,0
429,2,junior,1,1,1,1,0,0,1,1,1
430,3,senior,0,0,0,1,0,1,0,0,0
431,2,senior,1,0,1,1,1,0,0,1,0
432,1,junior,0,0,1,1,0,0,0,0,1
433,1,junior,1,1,1,1,0,1,1,1,1
434,4,senior,0,1,1,1,1,0,0,0,1
435,4,mid,0,1,1,0,0,0,1,1,0
436,3,senior,1,1,1,1,0,1,1,0,0
437,2,senior,0,1,1,0,0,0,1,0,1
438,1,senior,0,1,0,0,0,1,0,0,1
439,5,mid,0,1,1,0,0,1,1,0,1
440,3,junior,0,1,1,1,0,0,0,0,0
441,4,junior,1,0,1,1,1,1,1,1,1
442,1,mid,0,1,0,1,1,0,0,1,1
443,5,junior,0,1,1,0,0,0,1,0,0
444,5,junior,1,1,0,1,1,1,1,1,1
445,1,mid,1,1,1,0,0,1,1,1,0
446,3,senior,1,0,0,0,1,0,0,0,1
447,2,junior,1,0,1,0,1,1,0,0,1
448,4,junior,1,1,1,1,0,1,0,1,1
449,5,senior,1,0,0,1,1,0,1,1,1
450,1,senior,1,0,1,0,0,0,0,1,0
451,1,mid,1,1,0,1,0,1,1,0,1
452,1,mid,0,1,0,0,0,0,1,1,1
453,2,junior,0,1,1,1,1,0,1,0,0
454,5,junior,1,0,1,1,0,0,1,1,1
455,2,mid,0,0,0,1,0,1,1,0,0
456,3,mid,1,0,1,0,1,0,0,0,0
457,2,mid,0,0,0,0,1,0,1,0,1
458,4,senior,0,1,1,0,1,0,1,0,1
459,5,senior,0,0,1,1,1,1,1,1,1
460,1,mid,0,0,0,1,0,1,1,1,1
461,2,junior,0,0,1,0,0,0,0,1,0
462,2,junior,1,0,0,0,0,1,0,0,0
463,2,junior,0,0,1,0,0,1,1,0,1
464,5,mid,0,0,0,0,0,1,1,0,0
465,2,senior,1,1,0,0,1,0,1,1,1
466,1,senior,1,1,1,1,1,1,1,1,1
467,3,senior,0,1,1,0,0,1,1,0,1
468,3,mid,0,1,1,0,1,1,1,1,0
469,2,senior,1,0,0,1,0,0,1,0,0
470,2,senior,1,1,1,0,0,1,0,0,1
471,2,junior,0,0,0,1,1,0,0,1,1
472,2,junior,1,1,0,1,0,1,0,1,1
473,2,junior,1,0,1,0,0,1,1,1,0
474,1,junior,1,1,1,0,1,0,1,0,1
475,5,junior,1,1,1,0,0,0,0,0,1
476,4,mid,0,0,1,0,1,1,1,1,0
477,5,senior,1,1,0,1,0,1,0,0,1
478,1,junior,0,0,0,0,0,0,1,0,0
479,1,junior,1,0,1,1,1,1,0,1,1
480,2,senior,0,0,1,1,0,1,1,0,0
481,3,junior,1,1,0,1,0,1,0,0,0
482,3,senior,0,0,1,1,0,1,0,1,1
483,3,junior,0,1,0,1,0,0,0,0,1
484,5,junior,0,0,1,1,0,1,1,1,1
485,5,junior,1,0,1,1,1,0,1,0,1
486,5,senior,1,0,0,1,0,1,1,1,0
487,3,junior,1,0,0,0,1,1,1,1,1
488,3,mid,1,1,0,1,1,1,1,0,0
489,5,senior,0,1,0,1,1,0,0,1,0
490,5,senior,0,1,1,0,0,1,1,1,0
491,5,junior,1,1,0,0,0,1,1,0,0
492,2,junior,1,1,0,1,0,0,1,0,0
493,5,senior,1,1,1,0,1,0,1,1,1
494,1,junior,1,1,1,1,1,1,0,1,0
495,4,junior,1,1,1,0,1,1,0,1,0
496,2,senior,1,1,0,1,1,1,0,1,1
497,1,mid,1,1,1,1,0,0,0,0,0
498,1,junior,1,1,0,1,0,1,0,1,1
499,1,mid,1,0,1,0,0,1,1,0,0
500,2,mid,0,1,0,1,1,1,0,1,0
501,4,mid,1,1,1,1,1,1,0,1,0
502,3,junior,0,1,1,1,1,0,0,1,0
503,1,senior,0,1,0,1,0,0,0,1,0
504,2,senior,0,0,0,0,1,0,0,0,1
505,2,junior,1,0,0,0,0,1,0,0,1
506,3,junior,0,0,1,0,0,0,0,0,1
507,2,mid,1,0,0,0,0,0,0,1,1
508,3,mid,1,1,0,1,1,1,1,1,0
509,2,senior,0,0,1,0,1,1,1,0,1
510,2,junior,1,0,1,1,1,1,0,1,0
511,2,senior,1,0,1,0,0,1,0,1,1
512,5,mid,1,0,0,0,0,1,0,0,1
513,3,mid,1,0,0,1,1,1,1,1,1
514,3,junior,0,1,1,0,1,0,1,1,1
515,2,junior,1,1,0,1,1,1,0,0,0
516,2,junior,0,1,0,1,1,1,1,1,0
517,4,senior,1,0,1,0,0,1,0,0,1
518,3,junior,0,1,1,1,1,0,0,1,0
519,2,senior,0,1,1,0,0,0,0,0,0
520,3,mid,1,1,1,1,0,0,1,0,1
521,3,senior,1,0,1,1,1,1,0,0,0
522,4,mid,1,1,0,1,1,1,0,1,1
523,3,mid,0,1,1,0,1,0,0,1,1
524,4,senior,0,1,1,0,0,1,0,0,1
525,5,senior,1,0,0,0,0,1,0,0,0
526,3,senior,1,1,1,1,1,0,1,0,1
527,5,junior,0,1,0,0,0,1,0,1,0
528,1,senior,1,0,1,1,1,1,0,1,0
529,3,mid,0,1,0,1,0,1,0,0,0
530,5,mid,0,0,0,1,1,1,1,0,0
531,5,junior,1,0,1,0,1,1,1,1,0
532,4,junior,0,0,0,0,1,0,1,1,1
533,4,mid,0,1,1,1,1,0,0,0,0
534,1,senior,0,1,0,1,1,1,1,1,1
535,5,mid,0,1,0,0,1,1,1,1,1
536,2,junior,0,1,1,1,0,0,1,1,0
537,1,senior,1,1,0,0,0,1,1,1,1
538,3,mid,1,0,1,0,1,1,1,0,1
539,5,mid,1,1,1,0,1,0,0,0,1
540,4,mid,0,1,0,1,0,0,1,0,1
541,2,senior,1,1,0,0,0,0,1,0,0
542,5,mid,0,0,0,1,1,1,0,0,1
543,5,junior,0,0,0,1,0,1,0,0,0
544,2,junior,1,1,0,1,0,0,0,0,0
545,4,mid,0,1,0,0,1,0,0,1,1
546,4,mid,1,1,1,1,1,1,0,0,0
547,4,junior,0,0,1,1,1,0,1,1,1
548,5,senior,1,0,0,0,0,1,1,1,0
549,3,junior,0,1,1,0,1,0,1,1,1
550,2,mid,0,1,1,0,1,0,1,1,0
551,1,junior,1,0,1,0,0,1,0,0,1
552,4,mid,0,0,1,0,0,1,0,1,0
553,4,junior,1,1,1,0,1,1,1,0,0
554,1,senior,1,0,0,1,0,0,1,0,1
