candidate_id,years_experience,seniority_level,skill_python,skill_sql,skill_statistics,skill_ml,skill_deep_learning,skill_nlp,skill_llm,skill_experimentation,skill_product_analytics
310,1,junior,0,1,0,1,0,0,0,0,1
311,7,senior,0,1,1,1,1,0,1,1,1
312,7,senior,1,1,0,1,1,0,1,1,0
313,1,junior,1,1,0,0,0,0,1,1,1
314,3,mid,1,1,1,1,0,0,1,1,0
315,2,junior,1,1,1,1,1,0,0,1,1
316,7,senior,0,1,1,1,1,0,0,0,1
317,8,senior,1,1,0,1,0,0,0,1,1
318,7,senior,1,1,1,0,1,0,1,0,0
319,10,senior,1,1,0,1,0,0,0,0,0
320,8,senior,0,1,1,1,0,0,1,1,1
321,3,mid,1,1,1,1,0,0,1,0,0
322,1,junior,1,1,1,0,0,0,1,0,1
323,6,mid,1,1,1,1,1,0,1,1,1
324,10,senior,1,1,0,0,1,0,1,1,1
325,10,senior,1,1,1,1,0,1,1,1,0
326,2,junior,1,1,0,1,1,0,0,1,0
327,2,junior,1,1,1,1,0,1,0,1,1
328,0,junior,1,1,0,1,0,0,1,0,0
329,1,junior,1,1,0,1,1,1,1,1,1
330,6,mid,0,1,0,1,1,1,0,1,1
331,6,mid,0,1,1,0,1,1,0,0,0
332,4,mid,1,0,1,0,1,1,0,1,1
333,3,mid,1,0,1,1,1,0,0,1,1
334,9,senior,1,0,1,1,1,1,0,0,0
335,5,mid,0,1,1,1,1,1,0,1,1
336,8,senior,1,0,1,1,0,1,1,1,1
337,10,senior,0,0,1,1,0,1,0,0,1
338,3,mid,0,1,1,1,1,1,0,1,0
339,2,junior,1,1,0,1,0,0,0,1,0
340,10,senior,1,0,1,1,0,0,0,0,0
341,6,mid,1,1,0,1,1,1,0,1,0
342,3,mid,1,1,0,1,0,0,1,1,1
343,6,mid,1,0,0,1,1,1,1,1,1
344,5,mid,0,1,1,0,1,0,0,1,1
345,9,senior,1,1,0,1,0,1,0,1,1
346,2,junior,1,1,1,1,1,1,1,1,1
347,10,senior,1,1,1,1,0,1,0,1,1
348,10,senior,1,1,1,1,0,1,0,1,1
349,1,junior,1,1,0,1,0,1,0,1,1
350,1,junior,1,0,1,0,0,1,1,0,0
351,5,mid,1,1,1,1,0,0,1,0,0
352,0,junior,1,1,0,0,1,0,0,0,0
353,3,mid,0,1,0,0,1,1,0,1,1
354,4,mid,1,0,0,1,0,0,1,1,1
355,10,senior,1,1,1,0,1,0,0,1,1
356,10,senior,1,1,1,0,0,1,0,1,1
357,1,junior,1,1,0,0,0,0,0,0,1
358,9,senior,1,0,0,1,0,0,0,1,0
359,1,junior,1,0,1,0,0,0,0,0,1
360,8,senior,1,1,0,1,1,1,0,1,1
361,9,senior,1,1,1,1,0,1,1,1,0
362,9,senior,1,1,1,1,0,1,0,1,1
363,2,junior,1,1,1,0,1,0,0,0,1
364,9,senior,1,1,1,1,1,0,0,1,1
365,1,junior,1,1,1,1,0,0,1,1,0
366,5,mid,1,1,0,1,1,0,0,0,1
367,5,mid,0,0,1,1,1,0,1,1,1
368,3,mid,1,1,0,1,0,0,0,1,1
369,0,junior,1,1,1,1,0,1,0,1,0
370,8,senior,1,0,1,1,1,0,0,1,1
371,3,mid,1,1,1,0,0,0,0,1,0
372,7,senior,1,1,0,1,0,1,0,1,0
373,4,mid,1,1,1,0,0,0,0,1,1
374,4,mid,1,1,1,1,1,0,0,1,1
375,9,senior,0,1,1,1,1,0,1,1,1
376,1,junior,1,1,1,0,1,0,0,1,1
377,8,senior,1,1,0,1,1,1,0,1,1
378,8,senior,0,1,0,1,0,1,0,0,1
379,4,mid,1,1,1,0,0,0,0,1,0
380,2,junior,1,0,1,1,0,0,0,0,1
381,0,junior,0,1,1,1,1,0,1,0,1
382,10,senior,1,1,1,1,0,1,0,1,0
383,10,senior,1,1,0,1,0,0,1,1,1
384,2,junior,1,1,1,1,1,1,1,0,0
385,0,junior,1,1,0,1,0,0,0,1,0
386,1,junior,1,1,1,0,0,0,1,0,1
387,0,junior,1,1,0,1,1,0,0,1,1
388,9,senior,1,1,1,0,0,0,0,1,0
389,9,senior,1,0,1,1,0,1,1,1,1
390,1,junior,1,1,1,1,1,1,0,1,0
391,8,senior,1,1,0,1,0,1,1,0,1
392,1,junior,1,1,1,0,0,0,0,1,1
393,4,mid,1,1,0,0,0,1,0,1,1
394,6,mid,0,1,1,0,1,1,0,0,1
395,7,senior,1,0,1,0,1,0,0,1,0
396,9,senior,0,1,1,1,1,0,1,1,1
397,0,junior,1,1,1,1,1,0,1,1,1
398,2,junior,1,1,1,1,0,1,0,1,0
399,3,mid,1,0,1,1,0,0,0,1,1
400,3,mid,1,1,1,1,0,0,0,1,1
401,10,senior,0,1,1,1,0,0,1,0,0
402,8,senior,0,1,1,1,1,0,0,1,1
403,3,mid,1,0,1,0,0,0,0,1,1
404,10,senior,1,1,0,1,1,1,0,0,0
405,5,mid,1,0,1,0,0,0,1,1,1
406,5,mid,1,1,0,1,0,1,1,0,1
407,4,mid,0,1,0,1,0,0,0,1,1
408,1,junior,1,1,1,1,1,0,0,0,1
409,10,senior,1,1,0,1,1,0,1,1,0
410,0,junior,1,1,1,0,0,0,1,1,1
411,1,junior,1,1,1,1,0,1,0,1,1
412,2,junior,1,1,1,0,0,0,0,1,1
413,3,mid,0,1,1,1,0,0,0,0,1
414,1,junior,1,1,1,0,1,1,1,1,0
415,0,junior,1,1,1,1,1,0,1,0,0
416,7,senior,1,1,1,1,0,1,0,1,0
417,10,senior,1,0,1,1,0,0,0,0,0
418,1,junior,1,1,1,1,0,0,0,1,1
419,3,mid,1,1,1,1,0,1,0,0,1
420,5,mid,1,1,1,1,0,0,0,1,1
421,10,senior,1,0,1,1,0,0,0,1,0
422,7,senior,0,1,0,1,1,0,1,1,1
423,8,senior,0,1,1,1,0,0,0,1,0
424,6,mid,1,0,1,0,1,1,0,1,0
425,4,mid,1,1,1,0,0,1,1,1,1
426,2,junior,1,1,1,1,0,1,1,0,1
427,9,senior,1,1,1,1,0,0,0,1,1
428,8,senior,1,1,1,0,1,1,0,1,1
429,0,junior,1,1,0,1,0,1,0,0,0
430,7,senior,1,0,0,0,0,0,0,1,1
431,0,junior,1,1,0,1,0,0,0,1,1
432,8,senior,1,1,1,1,0,0,1,1,1
433,9,senior,1,1,1,1,1,0,1,1,0
434,1,junior,0,0,1,0,0,0,1,1,0
435,4,mid,1,1,1,1,0,0,1,0,0
436,1,junior,1,1,1,1,0,1,0,0,1
437,6,mid,1,1,0,1,1,0,1,1,1
438,10,senior,1,1,1,1,1,0,1,1,1
439,0,junior,1,1,1,0,1,0,0,0,0
440,4,mid,1,0,1,1,1,0,0,1,1
441,10,senior,1,1,0,1,0,1,1,1,1
442,3,mid,1,1,1,1,0,1,0,1,0
443,1,junior,1,1,1,1,0,0,1,1,1
444,5,mid,1,1,1,1,0,1,1,1,0
445,5,mid,1,1,1,1,0,1,1,1,1
446,7,senior,1,0,1,1,1,0,0,1,1
447,3,mid,1,1,1,1,0,0,1,1,1
448,10,senior,1,0,1,1,0,0,1,1,0
449,5,mid,1,0,0,1,0,0,0,0,1
450,3,mid,1,1,1,1,1,0,0,1,1
451,10,senior,1,1,1,1,0,0,0,1,1
452,10,senior,1,1,0,1,1,0,0,1,0
453,5,mid,0,1,1,0,1,1,0,1,1
454,0,junior,1,1,1,1,0,1,0,0,1
455,6,mid,1,1,1,1,1,0,0,0,1
456,6,mid,1,1,1,1,0,0,0,1,1
457,1,junior,1,1,1,1,1,0,0,1,1
458,6,mid,1,1,1,1,0,1,0,1,1
459,9,senior,0,1,1,0,0,0,0,1,1
460,1,junior,0,1,1,1,1,1,1,1,1
461,7,senior,1,0,1,0,1,1,0,0,1
462,1,junior,1,1,0,1,1,1,1,1,0
463,8,senior,1,1,1,0,0,0,0,1,0
464,4,mid,1,0,1,0,1,0,0,0,1
465,0,junior,1,1,0,1,0,0,0,1,0
466,10,senior,1,0,0,1,0,1,0,1,0
467,1,junior,0,1,1,1,1,0,1,1,1
468,6,mid,1,1,0,1,1,0,1,0,1
469,1,junior,0,1,1,0,1,1,1,1,1
470,10,senior,1,1,1,1,0,0,0,0,1
471,8,senior,1,1,1,0,1,0,0,1,1
472,8,senior,1,1,0,0,1,0,0,1,1
473,4,mid,1,1,1,1,0,0,0,1,1
474,5,mid,1,0,1,1,0,1,0,1,0
475,6,mid,0,1,1,1,0,0,1,1,1
476,8,senior,1,1,1,1,0,0,0,0,1
477,9,senior,1,0,1,1,0,0,0,0,1
478,0,junior,1,1,1,1,0,0,1,0,0
479,7,senior,0,0,0,1,0,0,0,1,1
480,1,junior,0,1,1,1,0,0,0,1,1
481,3,mid,1,1,1,1,1,0,1,1,1
482,9,senior,0,1,1,0,0,1,0,0,0
483,2,junior,0,1,1,1,0,1,0,1,0
484,8,senior,1,0,0,1,0,1,0,0,1
485,5,mid,1,1,0,1,1,1,0,1,1
486,2,junior,0,1,0,0,1,1,1,0,1
487,3,mid,1,1,1,0,1,1,0,0,1
488,5,mid,1,1,0,1,0,0,0,1,1
489,8,senior,1,1,1,0,0,0,1,1,1
490,6,mid,0,1,1,1,1,1,0,1,0
491,10,senior,0,1,1,1,0,1,0,1,1
492,9,senior,0,0,0,0,1,0,0,0,1
493,8,senior,1,0,1,0,0,0,1,0,1
494,6,mid,1,1,1,1,0,0,0,1,1
495,3,mid,1,1,0,0,1,0,1,1,1
496,4,mid,0,1,0,0,0,0,1,1,1
497,1,junior,1,0,1,0,1,0,0,0,1
498,4,mid,1,1,0,1,0,0,0,0,1
499,10,senior,0,0,1,0,1,1,0,0,1
500,4,mid,0,1,1,0,0,0,1,1,0
501,1,junior,0,1,1,0,1,0,0,1,1
502,7,senior,1,1,1,1,1,0,0,1,1
503,10,senior,0,1,1,0,0,0,1,0,1
504,9,senior,1,1,1,1,1,0,1,0,0
505,3,mid,1,1,1,1,0,1,1,1,1
506,4,mid,0,1,1,1,0,1,0,1,1
507,5,mid,1,1,1,0,1,0,0,0,1
508,2,junior,1,1,1,0,0,1,1,0,0
509,2,junior,0,1,0,1,1,1,0,1,1
510,2,junior,1,1,1,1,0,0,0,1,1
511,10,senior,1,0,1,1,0,1,0,1,1
512,8,senior,1,1,0,0,0,0,0,0,0
513,9,senior,1,1,1,0,0,0,0,1,0
514,8,senior,1,1,0,1,1,1,0,1,1
515,10,senior,1,0,1,0,1,1,0,1,0
516,1,junior,0,1,0,1,1,0,0,1,1
517,9,senior,1,1,0,1,0,0,0,1,1
518,0,junior,0,1,1,0,0,0,0,1,0
519,5,mid,1,1,1,1,1,0,1,1,1
520,6,mid,1,0,1,0,0,1,0,1,1
521,3,mid,1,0,1,1,0,0,0,1,1
522,1,junior,1,1,0,0,0,1,0,1,1
523,2,junior,1,1,1,1,1,0,0,1,0
524,9,senior,0,1,0,1,0,1,0,1,1
525,3,mid,0,0,0,1,0,1,0,1,1
526,3,mid,1,1,1,1,1,1,0,1,0
527,10,senior,1,1,1,0,0,0,0,0,1
528,1,junior,1,1,1,1,0,0,1,1,0
529,10,senior,1,0,1,1,0,0,1,1,0
530,10,senior,1,1,0,1,1,0,0,0,1
531,6,mid,1,1,1,1,0,0,0,1,1
532,1,junior,1,0,0,1,0,0,0,1,0
533,1,junior,1,1,1,1,1,0,1,1,0
534,3,mid,1,1,1,1,1,1,0,1,0
535,6,mid,1,1,1,1,0,1,0,1,0
536,1,junior,1,1,1,0,1,1,0,1,0
537,5,mid,1,1,0,1,0,1,0,0,1
538,1,junior,1,0,0,0,0,0,0,1,0
539,5,mid,0,1,0,1,1,1,1,0,1
540,0,junior,0,1,0,1,0,1,1,0,1
541,7,senior,1,1,0,0,1,0,1,1,0
542,0,junior,1,1,1,0,0,0,1,0,1
543,2,junior,1,1,1,1,0,0,0,1,1
544,1,junior,1,1,1,1,1,1,0,0,0
545,9,senior,1,1,1,1,0,0,1,1,1
546,0,junior,0,1,1,0,0,0,0,1,0
547,4,mid,1,0,1,0,0,1,0,0,0
548,6,mid,1,1,1,1,0,1,1,0,1
549,5,mid,1,1,0,0,0,0,0,1,0
550,7,senior,1,1,1,1,1,1,0,1,0
551,8,senior,0,1,1,0,1,1,0,1,1
552,4,mid,0,1,1,0,1,0,0,1,1
553,9,senior,1,1,0,0,1,1,0,1,0
